Title|Links|Text|High_Priority
Apple watch com oxidacão |https://www.reclameaqui.com.br/apple/apple-watch-com-oxidacao_N0Sd3C7KiD3K-Lzl/|Tenho um Apple Watch desde 2016 e desde 2018 ele vem perdendo a tinta, tenho que usar uma capinha nele pois ele esta muito feio|False
Fone de ouvido |https://www.reclameaqui.com.br/apple/fone-de-ouvido_mM_A3jhUmzLFii4S/|Comprei um fone no dia 21/04/2021 e ele começou a apresentar problemas há um mês. Ele pausava a música e acionava a Síri. Não possui avarias e nem fio desencapado, conforme orientam analisar. Agora ele está falhando o som, aumentando e diminuindo o volume sozinho, como um fone já gasto.Estou muito chateada com a situação, pois não imaginei que daria problema em tão pouco tempo!!! |False
Apple Watch novo, com pulseira escurecendo|https://www.reclameaqui.com.br/apple/apple-watch-novo-com-pulseira-escurecendo_FAx_46OHqJX97LBZ/|Comprei um Apple Watch em dezembro do ano passado e, com poucos meses de uso, a pulseira começou a azular, apesar da manutenção de limpeza, conforme instruções da própria empresa. Após em entrar em contato com eles, me foi informado que o problema é de uso, que não seria efetuada a troca. Um absurdo! Um produto super caro, com uma pulseira branca, que em pouquíssimos meses de uso, vira azul, e só piora. Gostaria de ter meu problema resolvido, posto que não é razoável. |False
 Celular explodiu |https://www.reclameaqui.com.br/apple/celular-explodiu_RumLnJzuIm8ElTBk/|"Bom, eu tinha um iPhone SE já estava com ele a 4 anos usando perfeitamente, até que deixei ele carregando e fui na cozinha, logo após escuto um pipoco, sim, meu celular explodiu, e pior, por questão de minutos não foi na minha mão, meu celular nunca deu problemas pelo contrário costumava comprar Apple por isso, por ele não dá trabalho com manutenção. Mas infelizmente aconteceu esse equívoco e fiquei sem celular ""/"|False
Apple music universitário |https://www.reclameaqui.com.br/apple/apple-music-universitario_mI6MniYR0a7X-nCC/|Sou universitario e estou querendo assinar a Apple Music universitária, a conta da 50% de desconto para universitários. Porem o programas que eles usam é o Unidays, um programa americano e pede o email universitário da Universidade e o Meu pessoal Universitário. Porem minha universidade não tem um email pra que possamos entrar em contato com eles, não estamos nos estados unidos, não existe um email da Universidade Estacio de Sá, apenas o portal no site e App. Por conta disso não estou conseguindo fazer minha assinatura da conta universitária. Apple tem que fazer uma coisa de acordo com cada pais, Se fosse pra enviar o Boleto, Carteirinha, Declaração seria muuuuuito mais fácil. Agora estou tentando fazer a assinatura e não consigo, como que eu fico apple? Estou frustado!|False
Alegação infundada da assistência técnica|https://www.reclameaqui.com.br/apple/alegacao-infundada-da-assistencia-tecnica_WhCVPprno1PahMFt/|"Deixei meu aparelho na assistência técnica para reparo da bateria, o técnico abriu o aparelho e logo constatou o defeito informando que a ""bateria estaria expandida"", que realmente seria necessário a troca e que por isso solicitaria a peça. O aparelho ficou o dia na assistência e ao final do dia recebi a ligação do mesmo técnico que recebeu o aparelho informando que a garantia não poderia fornecida pois o celular tinha indícios de abertura e ausência de 1 (um) parafuso.Ora, se há indícios de abertura só pode ter sido através da empresa, já que o aparelho nunca necessitou de manutenção qualquer.Ante a fragilidade do consumidor me vejo desamparada e no aguardo do posicionamento da Apple, o programa de fidelização de agentes na resolução do problema não funciona, o atendente firmou compromisso e não cumpriu. Já relatei o ocorrido há mais de 6 pessoas diferentes e até agora não consigo a solução administrativa.A aquisição do produto foi encantadora mas o serviço de garantia tem me tirado o sono. A doce experiência do cliente com marca além de estar sendo desgastante tem me causado ansiedade."|False
iPhone 12 Pro Max com defeito de Fabrica |https://www.reclameaqui.com.br/apple/iphone-12-pro-max-com-defeito-de-fabrica_IWd5W48Rz0GFyQcf/|Comprei um iPhone 12 Pro Max (Novo), e ao ativa-ló apareceu notificação informando = Mensagem importante sobre a a Câmera: Não é possível verificar se está iPhone tem uma câmera genuína da Apple. Entrei em contato com o Suporte Web da Apple, fui na assistência técnica de Cuiabá/MT, porém querem que eu enviei meu aparelho para SP, porém não tenho como ficar sem celular, é minha ferramenta de trabalho, além do que comprei um Celular Novo e não quero um Celular que já foi Aberto/Reparado., o aparelho apresentou defeito de fábrica assim que foi ativado, portando quero a substituição do aparelho e não a reparação, paguei caro em um Celular Novo, e não aceito um celular reparado, sem contar nos transtornos que estou tendo em ter que ficar entrando em contato com Suporte da Apple, etc|False
CAPA ORIGINAL DE COURO ? DESCASCANDO|https://www.reclameaqui.com.br/apple/capa-original-de-couro-descascando_as5b3VXikhdaMGM3/|Comprei no site da Apple, uma capa para o meu Iphone 12 pro max , na cor Castanho q dizem ser de couro,  em 7 de junho de 2021 ou seja , não tem nem 3  meses de usoO pedido é o de número W710522569 .Paguei a vista no boleto R$674,10A capa está saindo o tingimento na parte inferior, dando-lhe uma aparência muito ruim  pois parece estar suja . Na verdade está aparecendo a parte do que parece ser um plástico e não couro como ela é vendidaLiguei hoje para o 08007610867 e falei com Rafael q desde o início da conversa tentou qme convencer de q o ocorrido é devido ao uso. Como pode ser isso acontecer em apenas menos de três meses? Fiz online foto da capa e pela conversa , enrolada, eu já esperava a resposta do indivíduo.E olhem q eu não posso privar mas, só estou usando essa capa ha uns dois meses.Fiquei muito decepcionado com o atendimento e com o próprio produto q eu tinha como um dos melhores do mercadoAtendimento sem responsabilidade e respeito ao consumidor.|False
Sem acessórios |https://www.reclameaqui.com.br/apple/sem-acessorios_UhujgciZ41ob90Nu/|Comprei 2 iPhones 11 e não veio fone e nem carregador em ambos , tive que pagar 229 em cada caixa de alimentação, quero saber se vocês podem enviar os itens que não veio e pq não estão mandando |False
iPhone 7 Plus |https://www.reclameaqui.com.br/apple/iphone-7-plus_zyzBiFVsVCop98UU/|Adquiri o iPhone 7 em 2017 e este ano do nada parou o áudio tanto para receber e fazer chamada, o gravador não funciona, os dados móveis não funcionam. Verifiquei na internet que MUITAS pessoas estão com o mesmo problema. É um aparelho muito caro para dar este tipo de problema. Com tanta reclamação igual, acredito que seja de fato um problema do próprio modelo do aparelho. Gostaria que resolvessem o problema, pois o aparelho está simplesmente inutilizado. |False
EMPRESA SEM COMPROMETIMENTO|https://www.reclameaqui.com.br/apple/empresa-sem-comprometimento_fzaVapqmC2L7BkY2/|Prezados, boa noite.Eu tenho um aparelho celular Iphone 7, onde devo todo mês pagar um valor de 10,90 por mais GB, tinha um cartão cadastrado, eu retirei, e cadastrei outro, e com isso eles estão cobrando a mesma cobrança em cartão diferente.Tenho comprovantes em mãos, vou acionar o PROCON, pois isso é uma falta de respeito.EMPRESA SE RECUSA A DAR SATISFAÇÃO AO CLIENTE. |True
IPHONE X - TOUCH PAROU DE FUNCIONAR DO NADA|https://www.reclameaqui.com.br/apple/iphone-x-touch-parou-de-funcionar-do-nada_kpZBMuxqtAAjlWT4/|"Sou usuário de iPhone/Apple há 5 anos, e tenho 2 celulares desta empresa, sendo um iPhone 7 Plus e há um ano comecei a usar um iPhone X.Em relação ao iPhone 7 Plus não tenho queixa, salvo que pela depreciação natural da tecnologia, e devido aos novos padrões o aparelho mostra-se antigo para determinadas funções.Entretanto, minha experiência com o iPhone X estava bem moderada, posto que o celular não é muito diferente em hardware do meu modelo antigo, e no que tange ao software, ambos usam a mesma versão do IOS.Estava utilizando o iPhone X há aproximadamente 1 ano, quando de repente, o aparelho simplesmente parou de funcionar, começando a apresentar problemas de obedecer os comandos.Assim, tendo em vista que tenho outro aparelho da mesma marca, fui obrigado a voltar para o anterior que estava guardado, mantendo assim alguns apps e fotos que estavam no iCloud.Começou meu inferno astral com a parada repentina do celular!!! Todas as minhas informações de 01 ano estavam armazenadas no celular, e para piorar as coisas, devido a uma alteração de cartão de crédito, minha conta de atualização de dados para armazenamento estava parada, ou seja, não havia copia dos arquivos em nenhum outro lugar.Após um mês parado o celular decidiu ligar novamente, porém o Touch Screen havia deixado de funcionar! Tentei por inumeras vezes alguma forma de liberar, mas nenhuma dava resultado.Até que me interei pela internet que DEVIDO A UMA ATUALIZAÇÃO MUITOS MODELOS DE IPHONE X e XR apresetavam este mesmo defeito, e para consertar seria necessário a restauração de fábrica.Existem inumeros videos de assistências técnicas no YOUTUBE e muitas páginas que abordam o tema, e todas dizem a mesma coisa: ""após a atualização do SISTEMA OPERACIONAL, MUITOS IPHONES X e XR APRESENTAREM ESSE PROBLEMA"".Ou seja, a culpa é da empresa APPLE que simplesmente ao disponibilizar uma atualização, prejudicou os usuários desses modelos.Pois bem, realizado o procedimento, o problema persiste, ao conectar o celular no computador e ao iTunes ou iCloud, os sistemas o reconhecem como hardware, porém não corrigem a falha e informam que há um erro no aparelho.Pois bem, meu problema é ainda mais grave, pois estou em Férias na Flórida passando por todo este transtorno e minha previsão de retorno ao Brasil é em Outubro/2021, ou seja, sou obrigado a ficar quase 02 meses sem poder usar meu celular - iPhone X?Já entrei em contato com a empresa que não retornou meus emails e honestamente não sei o que fazer.Sou Advogado, e havia muitas informações no meu celular - iPhone X, e honestamente nao posso ficar sem o aparelho, posto que o modelo que estou usando atualmente - iPhone 7 Plus - é um modelo muito antigo e a bateria não dura tanto.Confesso que estou decepcionado com o empresa e com o produto, que consabido é demasiado caro para apresentar uma falha tão absurda! É inadimissivel !!! O CELULAR NÃO SOFREU QUALQUER DANO, QUEDA, OU COISAS DO GENERO... Simplesmente parou de funcionar dias após ser atualizado.Por favor, solicito providencias por parte da empresa no sentido de darme assistencia necessária! Tenho 51k seguidores no INSTAGRAM  e em virtude da minha indignação, fiz um video informando o ocorrido, bem como deixando meus seguidores a par da situação e comunicando a indisponibilidade temporária.Tendo em vista que estou supostamente em férias (nenhum advogado tira férias 100% - sigo trabalhando remotamente), mas estou na Flórida, estou usando um número de celular local dos EUA, e utilizo whatsapp, de modo que posso ser contactado facilmente por email ou por meio de mensagem neste app mencionado.Peço assim, solução por parte da empresa, bem como a intermediação deste site no sentido de encontrarmos uma composição amigável na esfera extrajudicial.Ressalto que em caso negativo, ingressarei com uma demanda judicial protestando não apenas os prejuízos materiais com o celular, mas também todo o transtorno sofrido desde a perda de 01 ano de informações, bem como todo esse desgaste fisico e emocional.Assim, acredito que no caso vertente, a melhor alternativa para ambas as partes seja a composição amigável (extrajudicial).Aguardo retorno e desde já agradeço.Att."|True
Telefone já com vício de carga|https://www.reclameaqui.com.br/apple/telefone-ja-com-vicio-de-carga_VHQoVsKtHPdkVNDP/|Comprei um telefone em 24/04/2021, número do pedido: 1031070359606645 , recebi tudo certinho, mas agora depois de apenas 04 meses o telefone já não segura mais carga, tenho que carregar mais vezes durante o dia, quando fui ver a capacidade da bateria já está em 97% , fico pensando quando fizer 01 ano já não presta mais. E estou percebendo uns travamentos, vai ver já é por conta disso. |False
Iphone 12 PRO MAX sem carregador|https://www.reclameaqui.com.br/apple/iphone-12-pro-max-sem-carregador_ZmtNGLLXvdrsdAdN/|Boa tarde. No dia 01/04/2021 realizei a compra de um iphone 12 PRO MAX 128 GB Azul. (IMEI 35 285079 843127 8)O aparelho veio sem o carregador, portanto, fico impossibilitado de utilizar o aparelho dependendo da ajuda e boa vontade de terceiros para poder carregar o meu aparelho.O carregador é indispensável à utilização do aparelho. Desta forma, solicito o envio do carregador ao meu endereço.|False
Recall de 10 meses|https://www.reclameaqui.com.br/apple/recall-de-10-meses_7O7pso0OHQ25Od2G/|Sou PCD, tenho dificuldade para ir ate a assistência, porém enviei meu notebook Mac book pro para a assistência técnica da Apple em 14/10/2020 na ordem de serviço: 1652929, o problema que ocorria era que a bateria estava esquentando, teclado estava emperrando as teclas, desde então abri mais alguns protocolos:- 1654280- 1658783Entre outras varias ordens de serviço, devolvi o notebook e até hoje dia 31/08/2021 nunca me enviaram outro, estou a quase 1 ano esperando a Apple trocar meu notebook, 1 ano esperando.Esta é minha ultima tentativa, vou entrar com processo...|True
Problema Face ID|https://www.reclameaqui.com.br/apple/problema-face-id_X42XnBmaT1idWqIX/|Comprei um iPhone x em Abril de 2019, em junho do mesmo ano tive meu primeiro problema com o Face ID, que parou de funcionar. Fui até uma loja fizemos uma restauração no aparelho e voltou a funcionar. Em abril de 2020, mesmo problema,  mesma solução e voltou a funcionar.Em Julho de 2021, o mesmo problema voltou a acontecer. Desta vez entrei em contato com o call center,  o aparelho foi restaurado novamente, voltava a funcionar o face ID, mas depois de poucos dias ou horas parava novamente. Isso aconteceu por 3 ou 4 vezes até que fui direcionado a loja.Fui até a loja, foram feitas as análises e o problema nao foi detectado. Logo, fiquei sem uma solução para problema. O atendente da loja informou que o único caminho seria a troca de aparelho e me direcionou novamente ao atendimento telefônico para que fossa avaliado a possibilidade da troca no atendimento avançado.Infelizmente não foi possível a teoca e nem há solução para o meu problema. O motivo da nao troca é que o aparelho está fora da garantia. O que me deixou muito chateado foi que o problema iniciou  2 meses após a minha compra do aparelho e, no período de garantia, registrei 2 vezes o problema (conforme relatado acima) e a justificativa para a não solução do meu problema foi por estar fora da garantia.Sou cliente Apple ha muitos anos, sou admirador do atendimento Apple, que sempre foi impecável, mas neste caso fiquei decepcionado e gostaria de uma solução.Espero que meu caso seja reavaliado.|False
Não consigo solicitar suporte técnico|https://www.reclameaqui.com.br/apple/nao-consigo-solicitar-suporte-tecnico_zjc5gPt5cZXrEELE/|Meu aparelho apresentou diversos defeitos e não consigo solicitar suporte técnico, recebo a mensagem de erro todas as vezes. Gostaria de um retorno com agendamento de suporte. |False
Tratamento debochado pelo suporte técnico Sênior|https://www.reclameaqui.com.br/apple/tratamento-debochado-pelo-suporte-tecnico-senior_pSOhHF02dWSGxwPn/|No dia 31 de agosto de 2021, por volta das 11:00, em contato com Suporte Técnico Sênior da Apple, n do caso: 101460229861, fui tratado, por mais de uma vez, em tom debochado, irônico, por parte de suporte técnico Sênior, que em nenhum momento levou em consideração o valor do bem adquirido, muito menos a situação apresentada por este reclamante. Resumindo, que eu espere e confie e fique com o aparelho sem funcionar, ou seja, em nada serve tratar com o suporte dito sênior da Apple no Brasil, pois nem capacidade e sensibilidade psicológica de tratar com o problema do consumidor possuem.|True
Mac Air - Apple não tem a qualidade que prometem|https://www.reclameaqui.com.br/apple/mac-air-apple-nao-tem-a-qualidade-que-prometem_fPHwFURTZvWt4Rr6/|Comprei um Iphone 7, parou de funcionar sozinho após dois anos, comprei um iphone XS, caiu por 1 segundo embaixo da torneira e logo queimou (isso que vendem dizendo ser resistente a agua!). Agora meu Macbook Air SIMPLESMENTE PAROU DE FUNCIONAR, tem apenas 2 anos de uso. Nunca caiu, nunca molhou, uso tão pouco, basicamente pra ver filme, de vez em quando. Ou seja, sem razão alguma, a placa mãe simplesmente parou de funcionar. Você paga caro achando que vai ter durabilidade, mas são umas porcarias que quebram sem motivo nenhum. Ainda levei na loja, a assitencia não sabe nem dizer um motivo que possa ter feito com que ele parasse de funcionar. Ou seja, é porcaria mesmo!Não aconselho mais comprarem produtos Apple. Porque o pior é que isso acontece e a Apple não tem nem um suporte para resolver o desperdício de dinheiro que foi eu adquirir esses produtos, não tem nem uma justificativa pra essas falhas. Absurdo.|True
Produto eletrônico com pouco tempo com teclas que não funcionam |https://www.reclameaqui.com.br/apple/produto-eletronico-com-pouco-tempo-com-teclas-que-nao-funcionam_-abs7GaJXGzWW8sn/|A site da empresa  é totalmente dificultoso pra se fazer uma reclamação ou um pedido de ajuda ou assistência.   Comprei uma capa novo ipad 7 e 8 a nova geração  com teclado,  em março e algumas teclas não funcionam a quem devo recorrer p assistência ou suporte se não consigo contato? Nota fiscal 000.958.708Aguardo um breve retorno |False
Péssima qualidade |https://www.reclameaqui.com.br/apple/pessima-qualidade_-ScOqmUYNCubrCua/|Comprei o celular não tem nem 1 mês e cabo do carregador já estragou, não vem nem o carregador completo com o celular e o que vem estragou, decepcionada, fui na assistência e não quiseram nem avaliar o produto! Esperava mais |False
Comprei um iPhone sem acessorios|https://www.reclameaqui.com.br/apple/comprei-um-iphone-sem-acessorios_sPttE4PN3CLYzliX/|Bom dia, me chamo Leonardo e recentemente comprei um iPhone XR e descobri que ele vinha sem os acessórios na caixa. Fiquei extremamente chateado e decepcionado com a marca porque não acho correto investir um dinheiro consideravelmente alto e ele não vir com os acessórios básicos.Deixo aqui a minha insatisfação com essa questão e peço uma atenção especial da marca, pois sempre fui um amante dos produtos Apple e não acho correto investir mais $300 em acessórios básicos que antes vinham inclusos na caixa.|False
Não recomendado por causa do preconceito |https://www.reclameaqui.com.br/kalunga/nao-recomendado-por-causa-do-preconceito_WlPYiGiqpXQ3YmZj/|foi com muita mãe no sábado fazer uma pesquisa de preço de material escolar porque vou iniciar o curso superior em licenciatura em geografia. Quando eu tava sozinho no corredor procurando  bloco de anotação, percebi que tinha funcionário bem atrás de mim olhando que eu tava fazendo era mesmo funcionário que estava da porta de entrada da loja.Eu considerei isso muita falta de respeito e preconceito por ser uma pessoa parda.Me senti ofendida não acreditei nisso, não sei se esse funciona que tava me observando é segurança ou fiscal d e piso mas saiu lá da portas da loja só para ver o que eu estava fazendo.Antigamente eu já comprei nesse mesma lojas e nunca tinha vivido essa situação. Por causa disso não vou comprar mais nada nessa loja ou em outras rede com mesmo nome, vou comprar meu material escolar na concorrência mesmo pagando mais caro.Se os funcionário ou a rede de lojas tratam clientes pela sua cor de pele pardos ou negros, preciso rever os seus conceitos.Loja é no Mauá praça shopping |True
Entrega incompleta|https://www.reclameaqui.com.br/kalunga/entrega-incompleta_BLhYS7kvHrsdACjZ/|Fiz um pedido na Kalunga online, com previsão de entrega para 09/09, fiquei bastante satisfeita com a entrega rápida que ocorreu na data de hoje, mas para a minha surpresa, verifiquei que o pedido está incompleto, ou seja, o item mais importante do pedido, um micro SD, não veio.Preciso de uma posição urgente.Obrigada.|False
Não recebi meu pedido completo|https://www.reclameaqui.com.br/kalunga/nao-recebi-meu-pedido-completo_bUfS_fC6Xeb_9oMY/|Comprei 9 itens do material escolar do meu filho, num total de R$160,77.Quando abri o pacote, verifiquei a ausência do apontador (R$5,10). Entrei em contato com o SAK da Kalunga e os mesmos me pediram 5 dias úteis para responder. Passaram 6 dias uteis e eu que tive que entrar em contato com eles e me pediram até o final do dia. A resposta que eu recebi foi, o departamento de separação afirmou que o pedido foi enviado completo.Ou seja, eles estão afirmando sem prova alguma que enviaram tudo, sendo que eu não recebi.Péssimo atendimento. |False
Cancelamento de Cadastro|https://www.reclameaqui.com.br/kalunga/cancelamento-de-cadastro_Rl1lAcQs7chZ21FI/|Estou tentando a dois dias fazer meu cancelamento de cadastro no site da www.kalunga.com.br e não consigo. No último domingo dia 29 de agosto de 2021 às 11:58hs eu estava fazendo almoço quando chegou um SMS avisando de uma compra feita na loja virtual da Kalunga com o meu cartão de crédito. Na mesma hora entrei em contato com a operadora do meu cartão e pedi o bloqueio do mesmo. Desde então não consigo falar com nenhum responsável pela Loja Kalunga, pois no atendimento ao cliente não tem a opção falar com um de nosso atendente, e nem a opção de reclamações. Quero cancelar meu cadastro neste site, pois notei que não temos segurança para nossos dados que ficam gravado.|False
Teclado parou de funcionar|https://www.reclameaqui.com.br/kalunga/teclado-parou-de-funcionar_x7hYYiu73-CU93CF/|Compramos no dia 04/08/2021 um teclado Modelo sem fio Wireless Keyboard 850 pt- PZ3-00005 MFT da Microsoft, pela loja da Kalunga de Jundiaí o mesmo parou de funcionar, fui até a loja no dia 30/08/2021 solicitando a troca do produto, a funcionário do local me informou que a Microsoft e a Kalunga tem um acordo se em 7 dias constatar o problema a troca é feita na loja, após esse prazo apenas com a empresa fabricante. Contato Informado pela funcionária (0800 047 4958 ou 11 4700-1999).Nesses mesmos números conversei com dois Funcionários da Microsoft Igor e Vitor, porém ambos me indicaram o site de acesso e outro telefone (0800 047 4688) que por mensagem eletrônica pede para voltar ao site.No dia 31/08/2021 entrei em contato pelo chat com o protocolo 1027580277 com o Fillip Rhard que me informou ser do suporte técnico e não poderia me ajudar, me transferiu para Funcionária Chiara que me passou mais três números de telefones (11 4706-0990/ 0800 761 74540 305 715 1499 (Sem sucesso)) ela era do setor de Faturamento com assinatura do Office e também não pode me ajudar. As 17:31 pelo chat protocolo 1027586320 conversei com o Funcionário Kurt Devin que me pediu todas as informações referentes e concluiu que a compra feita com um varejista de Terceiros (Kalunga) a garantia do produto não está com eles, já que não foi realizada através do site da Microsoft, e que nesse caso eu deveria consultar diretamente a Kalunga para substituição do produto, expliquei a ele que estive na loja e a resposta dos funcionários do local, porém o mesmo voltou a me informar que nesse caso a Kaluga deve entrar em contato com a equipe de backend ou equipe de vendas de negócio que gerencia produtos com defeitos e solicitar a substituição para efetuar a troca na loja já que temos a Nota Fiscal. No dia 01/09/2021 Voltei a Kalunga com todas as informações e fui atendida pelo Gerente Carlos que me posicionou sobre a falta de autonomia da loja para troca, e que deveria entrar em contato com o SAC da empresa para solucionar o problema. Resumindo ninguém consegue resolver uma simples troca do produto, mesmo estando dentro do prazo conforme artigo 26 do Código de Defesa do Consumidor. |False
Atraso na entrega e não cancela a compra|https://www.reclameaqui.com.br/kalunga/atraso-na-entrega-e-nao-cancela-a-compra_Q1N1dmOFO9-wk8rX/|"Comprei um mouse às  9h da manhã (forma de pagamento PIX). Segundo informação da loja, duas horas após o pagamento eu poderia buscar o produto na loja. Porém, já era meio dia e nada. Entrei em contato atraves dos canais de atendimentos deles on-line, e a moça me disse que pediria para eles ""agilizarem"" (sendo que já estava atrasado. Ás 15 da tarde, ainda não estava disponível para eu ir buscar na loja. Tentei cancelar a compra, e quando cliquei para cancelar, disse que a pagina não existe. Entrei novamente em contato com a loja através dos canais de atendimentos on-line, disseram que nao poderiam cancelar, pois estavam passando por uma instabilidade."|False
Péssimo atendimento|https://www.reclameaqui.com.br/kalunga/pessimo-atendimento_5la-1Jc7ZeLfEoL7/|Peguei os produtos e na hora de passar no cx  a atendente disse q não tinha como tirar a nota no CNPJ, embora o caixa do lado insistisse com ela q dava. A ma vontade dela fez com q eu fosse embora sem comprarLoja do shopping de Taubaté hoje às 15hs|False
Extorno|https://www.reclameaqui.com.br/kalunga/extorno_VJxRAkpGbQfeJ6cv/|Estou no aguardo do estorno dos valores referentes aos pedidos1164288211642865Minha fatura do crédito fechou e não foi estornado E no débito não foi devolvido valor.Essa é a última vez que entro em contato.Vou fazer boletim de ocorrência e PROCON |True
Compra cancelada|https://www.reclameaqui.com.br/kalunga/compra-cancelada_pr1QlB7SEW-V5qw7/|Fiz duas compras, a loja cancelou com o motivo de que o pagamento não foi aprovado mas esta sendo cobrado na fatura do cartão |False
MILHOES DE PROBLEMAS COM A KALUNGA|https://www.reclameaqui.com.br/kalunga/milhoes-de-problemas-com-a-kalunga__KofMHvS1nIigGYe/|NÃO CONSIGO ACESSAR DE MANEIRA NENHUMA MINHA CONTA PESSOA FISICA E JURIDICA, ME OBRIGANDO A USAR A CONTA NO CPF DA MINHA IRMÃ. AGORA JA TIVE 02 COMPRAS BLOQUEADAS, VOCES PEDEM TELEFONE PARA ENTRAR EM CONTATO E NÃO FAZEM A VALIDACAO. CONTATO POR TELEFONE SÃO 50 MINUTOS LIDANDO COM UM GRANDE DESPREPARO DA PARTE DOS ATENDENTES. SURREAL UMA EMPRESA DESSE TAMANHO COM UM PROBLEMA DESSES|True
Estorno de pagamento - Compra Online |https://www.reclameaqui.com.br/kalunga/estorno-de-pagamento-compra-online_DALmKE-Jd6AUSBj1/|Em contato com o atendimento Kalunga no dia 22 de Julho 2021, referente ao pedido de N 11601135 solicitamos o cancelamento do mesmo pois o imóvel no endereço estaria sendo desocupado , sem nenhum responsável peara receber o pedido. Solicitamos a possibilidade de mudar o endereço mas a atendente informou que o mesmo já encontrava-se em rota e não teria a possibilidade. Com isso solicitamos o cancelamento do mesmo para outra compra posterior, mas que o pagamento no cartão de credito seria estornado em 20 dias sobre protocolo de N 3288937. Pago a cobrança de 01 parcela no mês de agosto ainda com a  promessa que o mesmo  ocorreria no próximo mês pela data do fechamento do cartão de crédito . No Mês de Setembro identificamos a 02 parcela de cobrança de tal compra e em contato com o  atendimento que o pedido só foi devolvido dia 13/08 e a informação não teria sido repassada para o financeiro para a realização do estorno. São mais de 40 dias de irresponsabilidade com cliente, onde por obrigação tenho que realizar o pagamento do cartão de crédito para que não tenha o nome negativado por um erro da Kalunga, a atendente de hoje 01/09 informa que não gerou nenhum novo protocolo mas que irá solicitar novamente o estorno solicitando mais 20 dias para a identificação. preciso que o estorno do valor seja devolvido imediatamente, pelo todos os danos causados nas tratativas.   |True
Comprar pela internet e empresa não aceita Devolução|https://www.reclameaqui.com.br/kalunga/comprar-pela-internet-e-empresa-nao-aceita-devolucao_U7hF0tjBxCnDr4kQ/|Realizei uma compra pela Internet, no site da Kalunga, no dia 29/08/2021, pedido 11813372, onde escolhi a opção de retirar na loja no dia 30/08/2021. Pedi a devolução, porém a empresa Kalunga está negando esse direito de troca ou devolução alegando que como eu retirei a mercadoria na loja configuraria compra física, o que está errado. Não comprei na loja e sim no site (internet). Reclamei no sac protocolo 3352030. Mas sem sucesso.O Código de Defesa do Consumidor, artigo 49, garante ao cliente o direito de arrependimento pela compra, onde amparado na lei, o comprador poderá pedir a troca ou a devolução da mercadoria em sete dias, sem justificar os motivos nem sofrer penalidade. Além das aquisições feitas pela internet, essa regra vale para qualquer outra compra realizada fora do estabelecimento comercial. Assim, mesmo que retire o produto na loja, o que equivaleria a retirar em uma agência dos Correios ou no escritório de uma transportadora, por exemplo, terá o direito de se arrepender, pois o que define que tenha esse direito é a forma como a compra ocorreu e não como a sua entrega se deu. Um absurdo o tratamento que estou tendo por essa empresa. Portanto exijo valer essa direito do consumidor e solicito a devolução deste pedido.|True
Não entregam no prazo!!! E a empresa não mostra interesse em resolver.|https://www.reclameaqui.com.br/kalunga/nao-entregam-no-prazo-e-a-empresa-nao-mostra-interesse-em-resolver_dVo8xKywwo8HQlSu/|Fiz uma boa compra para a escola onde trabalho e o prazo de entrega era até dia 26/08. Já finalizamos o mês de agosto e nada.Ligo para a sede que é em São Paulo e só dizem que está com a transportadora, ficam de dar um retorno e nada. Muito arrependida de ter efetuado essa compra. Nunca mais!|False
Produtos não recebidos |https://www.reclameaqui.com.br/kalunga/produtos-nao-recebidos_tIIGHpcZCHDfk9_X/|Fiz minha compra pelo site no dia 27/07/2021 com informação de receber pedido com 15 dias e até o momento não recebi . O motivo informando que foi insuficiência de endereço . Porém ninguém entrou em contato para esclarecer tal situação . Estou totalmente constrangida . Estou pagando produto sem ter recebido e já liguei duas vezes para telefone que está no site falei com dois atendentes com datas diferentes e eles não estão nem aí para cliente . Nenhuma vez me retornaram para dar satisfação necessária como consumidora . É um descaso  . Não recomendo site . Ainda aguardo contato da empresa . |True
Não entregaram no prazo|https://www.reclameaqui.com.br/kalunga/nao-entregaram-no-prazo_7lVl4GOKsSnNWrro/|Comprei uma pasta que precisava com urgência, paguei entrega no mesmo dia, 3 vezes a mais no preço da pasta. A transportadora disse ter tido um problema, e não entregaram. A Kalunga deveria ter assumido o erro e cumprido com o compromisso da entrega no mesmo dia. Poderiam ter facilmente mandado motoboy entregar. Muito decepcionada com a falta de comprometimento.  A devolução do dinheiro, não resolve. Não recebi a pasta e nenhum email dizendo que não poderiam entregar no mesmo dia. Muito decepcionada. Não dá para contar com a Kalunga se temos pressa no recebimento. |True
Compra com 1 semana de atraso|https://www.reclameaqui.com.br/extra-loja-online/compra-com-1-semana-de-atraso_RqK7Oxgu9LLWx2v_/|Comprei um impressora HP tanque de Tinta. Pedido numero 283137993. A compra foi feita dia 19/8 e no máximo dia 25/8 entregaria. Hoje já são 2 setembro e nada de entrega. Ja abri uma reclamação no site Extra. E inacreditável pedido de aguardar 10 dias para um retorno. E brincadeira, so pode!! |False
Propaganda enganosa |https://www.reclameaqui.com.br/extra-loja-online/propaganda-enganosa_YhFyFfio0HXbyHgp/| entrei no site pra compra um berço , depois de ver em vários lugares vi um que cabia no meu bolso e fui fazer o pedido o site não carregava pra fazer o pedido de jeito nenhum Tentei várias vezes e não vai Agora novamente tô tentando fazer  pedido e no site aparece produto indisponível como pode em menos de 1 uma o produto sumiu não ter |False
